=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.16 09:17:37 =~=~=~=~=~=~=~=~=~=~=~=
.03A0  A1  A2
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.04
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.02
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.04
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.04
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.04
 
0.25 0.03 0.04
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.04
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.04
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.04
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.04
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.04
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.04
 
0.25 0.03 0.03
 
0.24 0.03 0.04
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
 
0.25 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.24 0.04 0.03
 
0.24 0.03 0.03
 
0.25 0.03 0.03
